Endpoint Name,Site,Last Logged In User,OS Username,Group,Tags,Domain,Account,Console Visible IP,Agent Version,Serial Number,Subscribed On,Device Type,Model Name,OS,OS Version,Architecture,Memory,CPU Count,CPU Type,Core Count,Management Connectivity,Network Status,Update Status,Scan Status,Last Reported IP,Pending Uninstall,Disk Encryption,Agent UUID,Agent ID,Customer Identifier,Console Migration Status,Operational State,Operational State Expiration,Last Reboot Date,Installer Type,Reboot Required due to Threat,User Action Required,Remote Profiling State,Remote Profiling Expiration,Storage Type,Storage Name,Cloud Account,Cloud Location,Cloud Network,Cloud Image,Cloud Tags,Cloud Instance Size,Cloud Instance ID,Cloud Security Group,Cluster Name,K8s Type,K8s Version,Agent Namespace,Agent Pod Name,K8s Node Name,K8s Node Labels,Is Uninstalled,Decommissioned at
SW-QS-NT034,국내 법인,sayeve,N/A,PC Group,품질경영팀 : 지나영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC0005D,2023-03-02 0:43,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:31:13 AM )",192.9.35.39,No,Off,b193658bdd9843a481792324df22127c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:40,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT244,국내 법인,taejunkim,N/A,PC Group,생산기술2팀 : 김태준,SWHITECH,SW Hitech,118.235.42.161,22.2.5.806,KPV799YT30004XL,2023-03-02 0:44,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:28:13 AM )",192.168.165.23,No,Off,0206a297978c45d1b287f779966dd660,1.63E+18,N/A,N/A,Disabled by SentinelOne,N/A,2023-04-25 23:20,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPT-D14,국내 법인,kdm2272,N/A,PC Group,아산생산기술팀 : 김다미,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,JW2398CJ2A0001,2023-03-02 0:44,desktop,"SAMSUNG ELECTRONICS CO., LTD. - PMBSB09A Samsung DeskTop",Windows,"Windows 10 Pro,19044",64 bit,4 GB,4,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:51:11 AM )",192.9.204.103,No,Off,72d5fe296b6b415faedf01e0a391587c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:46,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-DT160,국내 법인,hp327,N/A,PC Group,개발2팀 : 이동률,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBNA00019,2023-03-02 0:44,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 04:13:46 AM )",192.9.21.209,No,Off,a46832ada45d4c1bb8bfbedd32c19bc5,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 21:13,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT138,국내 법인,jiyong.jeong,N/A,PC Group,금형기술팀 : 정지용,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80000X,2023-03-02 0:44,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:03:39 AM )",192.9.20.199,No,Off,a65197eebc8b49ab9f603102d0c68d9d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:41,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT075,국내 법인,jihye_yoon,N/A,PC Group,글로벌PM팀 : 윤지혜,SWHITECH,SW Hitech,67.214.125.50,22.2.5.806,1CT191JN200013,2023-03-02 0:46,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 02:21:58 AM )",192.168.20.37,No,Off,e263dc642e164050815404f9838ae634,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:49,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-IN-NT048,국내 법인,youngwoolee,N/A,PC Group,안전보건팀 : 이영우,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBNB00069,2023-03-02 0:47,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:29:48 AM )",192.9.31.39,No,Off,eff2ad941aae4215b8fcc058290a9d05,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:50,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT132,국내 법인,xjruks,N/A,PC Group,코일센타팀 : 김동우,SWHITECH,SW Hitech,119.198.7.50,22.2.5.806,KPV799YT30008AN,2023-03-02 0:50,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:54:18 AM )",192.10.1.102,No,Off,e51911b6e3cd4b4dae8708b9335141b1,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:13,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT012,국내 법인,yong7279,N/A,PC Group,코일센타팀 : 권용재,SWHITECH,SW Hitech,119.198.7.50,22.2.5.806,KN2S99YR30002Z,2023-03-02 0:53,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:50:08 AM )",192.10.1.139,No,Off,33bfda27d4b04227bae8a7f2c7ee684d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:37,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-IN-NT050,국내 법인,chajh,N/A,PC Group,인사노무팀 : 차종현,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30001A,2023-03-02 0:54,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:47:20 AM )",192.9.31.35,No,Off,15cd6f7ce3d44b1da3505e81dfd5052f,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 22:31,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT140,국내 법인,bestnamza,N/A,PC Group,자재지원2팀 : 황세원,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT40007ZA,2023-03-02 0:55,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:42:25 AM )",192.9.36.108,No,Off,2a91025531d54fdcadff530ec52d7b67,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:31,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT072,국내 법인,yeeunpark,N/A,PC Group,경영기획팀 : 박예은,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80000E,2023-03-02 0:56,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 03:00:15 AM )",192.9.37.60,No,Off,656c26e2ade646d283bd12682135639d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 23:00,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW220040017DT,국내 법인,aramlady,N/A,PC Group,공용PC : 정관공장,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,6CR6121GTL,2023-03-02 0:57,desktop,Hewlett-Packard - HP 280 G1 MT,Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,4,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:34:46 AM )",192.168.70.6,No,Off,b90b52ebff5744a8a725b98d09181aa9,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-12 9:07,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT079,국내 법인,foxtail86,N/A,PC Group,개발2팀 : 박봉주,SWHITECH,SW Hitech,117.200.63.94,22.2.5.806,1CT191GMA00013,2023-03-02 0:58,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 01:46:30 AM )",192.10.89.223,No,Off,713da14439e04c5d9323b1c11b613815,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 2:20,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT093,국내 법인,sungchoon.lee,N/A,PC Group,코일센타팀 : 이성춘,SWHITECH,SW Hitech,119.198.7.50,22.2.5.806,KN2S99YR80003F,2023-03-02 1:02,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:56:46 AM )",192.10.1.130,No,Off,ffe6750be7544c52bdb49f28a1a92042,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:27,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-JIF-NT011,국내 법인,idealheat,N/A,PC Group,지사생산관리팀 : 이상열,SWHITECH,SW Hitech,119.198.7.66,22.2.5.806,KPV799YT30003CR,2023-03-02 1:05,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:23:09 AM )",192.9.210.112,No,Off,18ad3fec901246c88bd183c14ffdde26,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:23,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT188,국내 법인,jjhnec,N/A,PC Group,생산기술2팀 : 주진홍,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR70001D,2023-03-02 1:25,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:10:20 AM )",192.9.228.133,No,Off,7dd75aa0e4c94bd4a01a7f84c6db86d9,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:50,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT058,국내 법인,ikjo.jeong,N/A,PC Group,보전2팀 : 정익조,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT30008DJ,2023-03-02 1:29,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 01:59:31 AM )",192.9.35.121,No,Off,83398d0562ed44fba7a9258f63822975,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:33,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT047,국내 법인,devin311,N/A,PC Group,보전1팀 : 전세훈,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC00040,2023-03-02 1:31,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:00:00 AM )",192.9.35.114,No,Off,25e25275c45c40b896794ed3a4af98d9,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:50,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT236,국내 법인,ajob88,N/A,PC Group,생산기술1팀 : 공보건,SWHITECH,SW Hitech,223.38.87.141,22.2.5.806,1F2V91JN700011,2023-03-02 1:36,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 02:29:41 AM )",192.168.165.218,No,Off,2c448b7a91424ae88380de6bc46273e4,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-26 1:34,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT031,국내 법인,paulushong,N/A,PC Group,EV선행개발팀 : 홍승완,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBR100026,2023-03-02 1:44,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:30:46 AM )",192.9.214.148,No,Off,5d418e17e7b544d8a4d0c49710ece343,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:31,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT037,국내 법인,mooks,N/A,PC Group,생산기술3팀 : 임한묵,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,1CT191GMA00011,2023-03-02 1:50,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:39:56 AM )",192.9.228.51,No,Off,84800babcf8c4e278d4b0f0d291052e7,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-16 22:44,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPM-N07,국내 법인,jongwonlee,N/A,PC Group,아산생산관리팀 : 이종원,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KPV799YR9001WX,2023-03-02 1:51,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:23:40 AM )",192.9.204.179,No,Off,9e25986c41ee46d9a8b40e44423fdc82,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:35,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-BP-NT055,국내 법인,darkdrg77,N/A,PC Group,보전기술팀 : 백성구,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,44WM9FBNB00100,2023-03-02 1:52,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XCJ/550XCR",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:23:55 AM )",192.9.35.127,No,Off,0f7f19f4fff34e509a69508b9c2fb327,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:32,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAJA-N01,국내 법인,kazzlina,N/A,PC Group,아산자재지원팀 : 이규락,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KN2S99YR30001T,2023-03-02 1:55,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:38:52 AM )",192.9.204.86,No,Off,6992c216e68f4f9e8604e60587e7466a,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:21,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT246,국내 법인,hyunheelee,N/A,PC Group,생산기술3팀 : 이현희,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KPV799YT300040P,2023-03-02 1:56,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:37:02 AM )",192.168.166.240,No,Off,301c8f5924e54bc8afaabc2160ae3835,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:03,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPM-N11,국내 법인,pjg119,N/A,PC Group,아산생산관리팀 : 박종관,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KN2S99YR400005,2023-03-02 1:59,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:22:03 AM )",192.9.204.178,No,Off,a1e4bcfb3383418b97d8cf095b1b8aff,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-21 9:07,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPM-N09,국내 법인,yoonhopark,N/A,PC Group,아산생산관리팀 : 박윤호,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KPV799YRC0003H,2023-03-02 1:59,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 02:20:40 AM )",192.9.204.186,No,Off,08449f0a5f9942c0abf6ac3dc2dce7bd,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-12 22:46,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPM-N06,국내 법인,conesu,N/A,PC Group,아산생산관리팀 : 이유진,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KPV799YRC0004J,2023-03-02 2:00,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 02:32:39 AM )",192.9.204.177,No,Off,99468cb2ef9f49269b208c10d72e6457,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:42,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT057,국내 법인,hansh,N/A,PC Group,생산기술1팀 : 한성환,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91IM200016,2023-03-02 2:38,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:26:01 AM )",192.9.35.76,No,Off,d22f37f3745d40698ea21cc6f3d9dee4,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:53,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT171,국내 법인,LHJ8028,N/A,PC Group,개발1팀 : 이헌진,SWHITECH,SW Hitech,223.38.56.24,22.2.5.806,KPV799YT40007VH,2023-03-02 2:39,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Mar 02, 2023 02:59:13 AM )",192.168.28.106,No,Off,9131b6a6eb454978b68ede02c02269e6,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 7:27,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT118,국내 법인,kgoon1984,N/A,PC Group,개발2팀 : 김종문,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT300051N,2023-03-02 2:45,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19045",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 09:10:08 AM )",192.9.208.107,No,Off,926436c252c04338b80c98d2ecfe9588,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:51,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT234,국내 법인,kyeongcheolpark,N/A,PC Group,생산기술2팀 : 박경철,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC0004H,2023-03-02 2:46,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:26:13 AM )",192.9.228.205,No,Off,c2b62dc2feb24eb79f06837b27b84ece,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-26 1:45,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-DT129,국내 법인,swpublic,N/A,PC Group,공용PC : 금형공장,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,JSLN98CH5A000G,2023-03-02 2:58,desktop,"SAMSUNG ELECTRONICS CO., LTD. - PMASB09A Samsung DeskTop",Windows,"Windows 10 Pro,19044",64 bit,4 GB,4,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,Online,Connected,Up to date,"Completed( Mar 02, 2023 03:21:55 AM )",192.9.20.162,No,Off,cc8c102aca544ca78e4a8b900f1e6189,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-12 18:58,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
