Endpoint Name,Site,Last Logged In User,OS Username,Group,Tags,Domain,Account,Console Visible IP,Agent Version,Serial Number,Subscribed On,Device Type,Model Name,OS,OS Version,Architecture,Memory,CPU Count,CPU Type,Core Count,Management Connectivity,Network Status,Update Status,Scan Status,Last Reported IP,Pending Uninstall,Disk Encryption,Agent UUID,Agent ID,Customer Identifier,Console Migration Status,Operational State,Operational State Expiration,Last Reboot Date,Installer Type,Reboot Required due to Threat,User Action Required,Remote Profiling State,Remote Profiling Expiration,Storage Type,Storage Name,Cloud Account,Cloud Location,Cloud Network,Cloud Image,Cloud Tags,Cloud Instance Size,Cloud Instance ID,Cloud Security Group,Cluster Name,K8s Type,K8s Version,Agent Namespace,Agent Pod Name,K8s Node Name,K8s Node Labels,Is Uninstalled,Decommissioned at
SW-RND-CAD02,국내 법인,admin,N/A,PC Group,공용PC : R&D,WORKGROUP,SW Hitech,175.200.199.2,22.2.5.806,5CD8458RM6,2023-02-28 0:28,laptop,HP - HP ZBook 17 G5,Windows,"Windows 10 Pro for Workstations,19044",64 bit,16 GB,12,Intel(R) Xeon(R) E-2176M  CPU @ 2.70GHz,12,Online,Connected,Up to date,"Completed( Feb 28, 2023 01:45:44 AM )",192.9.214.155,No,Off,3ed2f3976bc942dc9b43a0c7e7d906eb,1.63E+18,N/A,N/A,Not disabled,N/A,2023-03-28 6:13,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT062,국내 법인,kim1226,N/A,PC Group,성우혁신사관학교 : 이도윤,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0ULF91KK100016,2023-02-28 0:34,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5L/371B5L",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz,4,Online,Connected,Up to date,"Completed( Feb 28, 2023 03:51:41 AM )",192.9.40.29,No,Off,57d7a3cd608f416f9449813afd8a37b8,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 22:03,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW223010064NT,국내 법인,ayoungjeong,N/A,PC Group,원가1팀 : 정아영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT90001GN,2023-02-28 0:35,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 12, 2023 10:46:50 PM )",192.9.36.158,No,Off,1181380373454c9f9073eac12ef9ac73,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:26,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWABM-N05,국내 법인,lhj4864,N/A,PC Group,아산물류관리팀 : 이호진,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KPV799YT40007EZ,2023-02-28 0:35,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 01:31:37 AM )",192.9.204.128,No,Off,464d69b7832f48dc94b4b17acad274a2,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:41,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-DT031,국내 법인,jungcy,N/A,PC Group,글로벌개발팀 : 정창영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91GM400001,2023-02-28 0:52,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 01:26:17 AM )",192.9.21.24,No,Off,0e7e43ecd96a475492dcdf06c90666eb,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 22:49,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW219010067NT,국내 법인,seokhwa.lee,N/A,PC Group,보전1팀 : 이석화,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YRC0000F,2023-02-28 0:59,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19045",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 05:25:30 AM )",192.9.35.125,No,Off,9dad95891c3d4f4ab6c5df185018da88,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:42,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-QS-NT094,국내 법인,seung2664,N/A,PC Group,품질보증팀 : 손승환,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR30000L,2023-02-28 0:59,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 02:12:35 AM )",192.9.35.45,No,Off,5e0b275d2d06469c8388ec8fec1a10fa,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:25,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-AC-DT065,국내 법인,seunghyunlee,N/A,PC Group,재경3팀 : 이승현,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KM0B98CR2A003K,2023-02-28 1:15,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400TCA/400SCA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,12,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,12,Online,Connected,Up to date,"Completed( Feb 28, 2023 01:56:18 AM )",192.9.207.76,No,Off,13b16df2534f4735a2b3615ccd6c3086,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:43,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-SRND-NT103,국내 법인,SUPUB5,N/A,PC Group,공용PC : 수원연구소,SWHITECH,SW Hitech,211.168.174.138,22.2.5.806,5CD241KBGJ,2023-02-28 1:30,laptop,HP - HP ZBook Power 15.6 inch G9 Mobile Workstation PC,Windows,"Windows 10 Pro,19045",64 bit,64 GB,20,12th Gen Intel(R) Core(TM) i7-12700H,20,Offline,Connected,Up to date,"Completed( Feb 28, 2023 02:12:24 AM )",172.16.209.219,No,Off,583ad2281d4a44ab97e56c8bca28b8c2,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-12 23:26,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-AC-NT003,국내 법인,brlee,N/A,PC Group,임원 : 이보람,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KPV799YT40006NT,2023-02-28 1:31,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 01:53:51 AM )",192.9.207.22,No,Off,8371e5227f3647ea9dcc8cda3b1b81f6,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-14 0:51,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT018,국내 법인,hsj1004,N/A,PC Group,EV선행개발팀 : 하상진,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,0YNN91GM400011,2023-02-28 1:34,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5M/371B5M/371B5S",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 04:31:36 AM )",192.9.28.57,No,Off,ae301ffe579645629ad19ee93370173c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:49,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWAPT-N06,국내 법인,hyojaekim,N/A,PC Group,생산기술1팀 : 김효재,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KN2S99YR30000G,2023-02-28 1:35,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 02:22:30 AM )",192.9.204.100,No,Off,79049fb2af5e44aaa25817f7ba82f47f,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 0:41,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-DT005,국내 법인,sig359,N/A,PC Group,재경1팀 : 권승오,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KRFY98CT5A001G,2023-02-28 1:46,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400TDA/400SDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,12,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,12,Online,Connected,Up to date,"Completed( Feb 28, 2023 03:07:03 AM )",192.9.207.56,No,Off,39049ba77f164de38b406ff7b539350e,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:04,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-QS-NT117,국내 법인,jaewoochoi,N/A,PC Group,신차품질1팀 : 최재우,SWHITECH,SW Hitech,14.99.174.254,22.2.5.806,KN2S99YR30000J,2023-02-28 2:00,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 06:12:29 AM )",192.168.0.14,No,Off,382651c223f54df18823afede35465fb,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 12:36,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT137,국내 법인,ju9244,N/A,PC Group,물류관리팀 : 김주표,SWHITECH,SW Hitech,189.206.218.3,22.2.5.806,KN2S99YR80001K,2023-02-28 2:06,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Feb 28, 2023 01:49:37 PM )",192.10.51.139,No,Off,b7cfb0dbe621466f9299ff9514269f7e,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 12:17,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-DT001,국내 법인,wldud7535,N/A,PC Group,생산기술1팀 : 이지영,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,JSLN98CH5A000E,2023-02-28 2:25,desktop,"SAMSUNG ELECTRONICS CO., LTD. - PMASB09A Samsung DeskTop",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,Online,Connected,Up to date,"Completed( Feb 28, 2023 05:41:33 AM )",192.9.35.229,No,Off,45a0ecf13dc348e38f996d8b15b9fede,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:06,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SWABM-N01,국내 법인,sangjunyoo,N/A,PC Group,아산물류관리팀 : 유상준,SWHITECH,SW Hitech,59.25.125.210,22.2.5.806,KN2S99YR40000E,2023-02-28 3:54,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 04:53:27 AM )",192.9.193.131,No,Off,6731268087d349378b9cd605e5c1a737,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:39,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-QS-NT111,국내 법인,skj12,N/A,PC Group,신차품질1팀 : 성경진,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80000A,2023-02-28 4:08,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 03, 2023 04:35:01 AM )",192.9.208.108,No,Off,6eee7011edb4455fa962ba387667d81d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:27,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT083,국내 법인,hyosanglee,N/A,PC Group,글로벌개발팀 : 이효상,SWHITECH,SW Hitech,189.206.218.3,22.2.5.806,1CT191HMC00009,2023-02-28 4:09,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 03:38:35 PM )",192.10.52.118,No,Off,584cc3d2c7bf4a2a9a99e10d7fbe37ee,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 13:26,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-OF-DT010,국내 법인,mylee,N/A,PC Group,임원 : 이문용,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KA7798CKCA0005,2023-02-28 4:52,desktop,"SAMSUNG ELECTRONICS CO., LTD. - 400T7A/400S7A",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,Online,Connected,Up to date,"Completed( Feb 28, 2023 05:32:17 AM )",192.9.206.151,No,Off,2f61834306764a77a7e10b4dfabc92c8,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 21:56,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-DT040,국내 법인,yboba,N/A,PC Group,임원 : 박병학,SWHITECH,SW Hitech,211.168.174.138,22.2.5.806,JW2398CJ8A0001,2023-02-28 5:05,desktop,"SAMSUNG ELECTRONICS CO., LTD. - PMBSB09A Samsung DeskTop",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4,Online,Connected,Up to date,"Completed( Feb 28, 2023 07:31:42 AM )",192.9.209.31,No,Off,1fcbc23c3e1b42f1b69bb428c6bbb0b3,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 21:27,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT041,국내 법인,yboba,N/A,PC Group,임원 : 박병학,SWHITECH,SW Hitech,211.168.174.138,22.2.5.806,KPV799YT300082K,2023-02-28 5:06,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Feb 28, 2023 05:38:00 AM )",172.16.209.208,No,Off,470ffc32f0b345b18cc1b4d7fab48c04,1.63E+18,N/A,N/A,Not disabled,N/A,2023-03-29 23:02,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-IN-NT049,국내 법인,ljh1998,N/A,PC Group,안전보건팀 : 이제훈,SWHITECH,SW Hitech,220.81.143.1,22.2.5.806,KN2S99YR30003B,2023-02-28 5:13,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 06:08:49 AM )",192.10.41.111,No,Off,022310400c6f4bb6ab4874405dc0da7d,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 22:58,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-IN-NT015,국내 법인,bgj01,N/A,PC Group,성우혁신사관학교 : 박규진,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,1CT191JN100001,2023-02-28 5:20,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XBE/350XBE",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,Offline,Connected,Up to date,"Completed( Feb 28, 2023 06:20:32 AM )",192.9.43.37,No,Off,4b7789461471401784a0092751b6e6eb,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 22:21,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT220,국내 법인,inhoopark,N/A,PC Group,글로벌PM팀 : 박인후,SWHITECH,SW Hitech,220.95.95.179,22.2.5.806,KPV799YRC00005,2023-02-28 5:24,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 05:51:48 AM )",220.95.95.179,No,Off,7a38b4dad4f94f579d3e0f88da3da97c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 23:00,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT267,국내 법인,ws.kim,N/A,PC Group,핫스탬핑관리팀 : 김완섭,SWHITECH,SW Hitech,220.81.143.1,22.2.5.806,KPV799YT900019R,2023-02-28 5:40,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 06:20:45 AM )",192.10.41.38,No,Off,b15c5e66aa83412898d79ec26f06cc11,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:36,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-RND-NT086,국내 법인,quake98,N/A,PC Group,신뢰성연구팀 : 김민호,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT40007CD,2023-02-28 5:59,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Mar 01, 2023 11:23:51 PM )",192.9.206.173,No,Off,e667dd7d9cba4b5aa1695f4fe764e89c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:51,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT134,국내 법인,whiteastro,N/A,PC Group,글로벌개발팀 : 정성원,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR80000N,2023-02-28 6:09,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 11 Pro,22621",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 07:54:47 AM )",192.9.21.205,No,Off,5c357cc40d614be888f92ec46e105d09,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:25,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PP-NT109,국내 법인,hanbeenkim,N/A,PC Group,보전2팀 : 김한빈,SWHITECH,SW Hitech,221.161.63.2,22.2.5.806,KPV799YRC0004A,2023-02-28 6:48,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 07:36:11 AM )",192.9.207.202,No,Off,253c4eeeba8a4715aa97ef2fcdcf3c5e,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:57,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT007,국내 법인,dashsad,N/A,PC Group,지사생산관리팀 : 오윤수,SWHITECH,SW Hitech,119.198.7.66,22.2.5.806,0MQ291FH800003,2023-02-28 7:15,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 370E5L/371B5L",Windows,"Windows 10 Pro,19044",64 bit,8 GB,4,Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz,4,Online,Connected,Up to date,"Completed( Feb 28, 2023 08:26:24 AM )",192.9.210.110,No,Off,abb8360ed8f84985a0b10b8454e0e40c,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 22:45,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-SRND-CAD08,국내 법인,hojun86,N/A,PC Group,융합설계팀 : 이호준,SWHITECH,SW Hitech,211.168.174.138,22.2.5.806,6CR717WB99,2023-02-28 7:16,desktop,Hewlett-Packard - HP Z840 Workstation,Windows,"Windows 10 Pro,19044",64 bit,32 GB,20,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,20,Online,Connected,Up to date,"Completed( Mar 02, 2023 11:09:53 PM )",192.9.209.48,No,Off,c03ee6e5be0741beb37bf628957806fb,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-25 21:54,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-OF-NT003,국내 법인,majs,N/A,PC Group,임원 : 마점식,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KN2S99YR200013,2023-02-28 7:44,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,8 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 08:33:03 AM )",192.9.20.51,No,Off,a3e491a6b99147858ce06f626f8709ec,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-23 22:09,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-PT-NT268,국내 법인,jw.kim,N/A,PC Group,핫스탬핑관리팀 : 김정우,SWHITECH,SW Hitech,220.81.143.1,22.2.5.806,KPV799YT40007WF,2023-02-28 7:46,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Online,Connected,Up to date,"Completed( Feb 28, 2023 08:26:49 AM )",192.10.41.47,No,Off,8831c239f3b74e529db4863e06127fb2,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 0:04,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
SW-MD-NT189,국내 법인,seongho.kim,N/A,PC Group,금형기술팀 : 김성호,SWHITECH,SW Hitech,175.200.199.2,22.2.5.806,KPV799YT900026B,2023-02-28 8:03,laptop,"SAMSUNG ELECTRONICS CO., LTD. - 550XDA",Windows,"Windows 10 Pro,19044",64 bit,16 GB,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,8,Offline,Connected,Up to date,"Completed( Feb 28, 2023 08:34:34 AM )",192.9.20.100,No,Off,a56ea4a110d14b2d860c971c487c66a1,1.63E+18,N/A,N/A,Not disabled,N/A,2023-04-24 22:54,MSI,No,No,disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
